City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,kayyerkan,69.3786,87.7439,-7.28,98,60,1.05,RU,1684967113
83,constantia,44.1833,28.65,15.39,81,15,0.8,RO,1684967113
84,kerikeri,-35.2268,173.9474,16.62,83,10,0.89,NZ,1684967113
85,awash,8.9833,40.1667,24.3,59,10,2.17,ET,1684967113
86,sao vicente,-23.9631,-46.3919,24.04,88,3,0.36,BR,1684967114
87,newman,37.3138,-121.0208,25.69,39,1,4.47,US,1684967114
88,kuta,-8.7233,115.1723,25.97,88,40,2.68,ID,1684967114
89,nam som,17.7704,102.1895,24.14,84,76,0.98,TH,1684967114
90,tura,25.5198,90.2201,21.42,77,13,1.77,IN,1684967099
91,tiksi,71.6872,128.8694,-6.09,92,63,0.96,RU,1684967115
92,urengoy,65.9667,78.3667,0.21,98,80,1.16,RU,1684967115
93,jiaojiang,28.6803,121.4428,16.67,88,43,1.31,CN,1684967115
94,horta,38.5333,-28.6333,15.57,83,66,4.92,PT,1684967115
95,sinabang,2.4803,96.3801,26.58,82,87,1.42,ID,1684966845
96,east london,-33.0153,27.9116,20.4,35,51,4.17,ZA,1684967116
97,mandalgovi,45.7625,106.2708,7.27,52,22,5.39,MN,1684967116
98,lompoc,34.6391,-120.4579,22.23,72,75,5.36,US,1684967116
99,banepa,27.6298,85.5214,18.18,77,40,1.54,NP,1684967116
100,kisangani,0.5167,25.2,23.04,82,94,1.25,CD,1684967116
101,machico,32.7,-16.7667,18.89,82,40,2.06,PT,1684967117
102,indiantown,27.0273,-80.4856,24.95,65,15,6.73,US,1684967117
103,grand falls-windsor,48.9332,-55.6649,15.84,37,6,1.34,CA,1684967117
104,raahe,64.6833,24.4833,11.05,98,100,0.81,FI,1684967117
105,ketanggungan,-6.9383,108.891,24.16,84,25,3.32,ID,1684967118
106,greater sudbury,46.49,-80.99,11.14,43,0,4.02,CA,1684966904
107,thompson,55.7435,-97.8558,20.09,22,75,5.14,CA,1684967118
108,barakani,-12.1356,44.4317,25.35,76,9,3.28,KM,1684967118
109,mersing,2.4312,103.8405,24.95,94,20,3.09,MY,1684967118
110,la passe,45.5549,-0.8967,16.13,67,99,6.42,FR,1684967119
111,nova sintra,14.8667,-24.7167,20.36,80,93,4.78,CV,1684967119
112,gaspe,48.8334,-64.4819,10.12,100,100,2.06,CA,1684967119
113,leh,34.1667,77.5833,6.96,69,100,1.68,IN,1684967119
114,inarajan village,13.2736,144.7484,26.11,88,100,22.65,GU,1684967119
115,port mathurin,-19.6833,63.4167,24.94,71,64,6.52,MU,1684967120
116,ilulissat,69.2167,-51.1,2.01,51,75,2.06,GL,1684967120
117,mejit,10.2753,170.8646,27.51,79,93,6.72,MH,1684967120
118,haiku-pauwela,20.9219,-156.3051,29.01,55,40,9.26,US,1684967121
119,port augusta,-32.5,137.7667,13.82,37,100,5.72,AU,1684967121
120,fort mcmurray,56.7268,-111.381,16.77,55,75,6.69,CA,1684966910
121,lihue,21.9789,-159.3672,26.77,72,75,6.69,US,1684967121
122,chichiriviche,10.9333,-68.2772,27.79,82,16,4.97,VE,1684967121
123,kapuskasing,49.4169,-82.4331,11.05,32,0,5.66,CA,1684966922
124,vilyuchinsk,52.9306,158.4028,12.15,80,5,3.61,RU,1684967053
125,golere,16.2557,-14.1017,33.28,18,98,10.16,SN,1684967122
126,shenjiamen,29.9576,122.298,18.27,88,78,3.57,CN,1684966841
127,murovani kurylivtsi,48.7235,27.5189,17.54,68,100,2.14,UA,1684967123
128,kruisfontein,-34.0033,24.7314,14.68,60,78,3.6,ZA,1684967123
129,letlhakeng,-24.0944,25.0298,17.29,43,4,3.59,BW,1684967123
130,altay,47.8667,88.1167,10.33,58,4,1.48,CN,1684966902
131,troitsko-pechorsk,62.7084,56.1964,14.69,64,98,2.19,RU,1684967123
132,westport,41.1415,-73.3579,20.71,60,40,2.06,US,1684966903
133,howrah,22.5892,88.3103,26.0,94,20,3.09,IN,1684967124
134,buba,11.5833,-15.0,28.55,65,90,3.92,GW,1684967124
135,el granada,37.5027,-122.4694,24.36,67,100,5.66,US,1684967124
136,hawaiian paradise park,19.5933,-154.9731,27.07,75,0,3.6,US,1684967124
137,christchurch,-43.5333,172.6333,12.49,82,17,1.03,NZ,1684967106
138,ribeira grande,38.5167,-28.7,15.99,83,60,4.92,PT,1684967125
139,paramonga,-10.6667,-77.8333,22.43,77,44,4.56,PE,1684967125
140,khandyga,62.6667,135.6,7.48,55,83,0.68,RU,1684967125
141,gereida,11.2811,25.1414,33.01,21,1,2.02,SD,1684967126
142,st. john's,47.5649,-52.7093,10.66,78,0,4.12,CA,1684966962
143,papatowai,-46.5619,169.4708,12.0,78,57,2.4,NZ,1684967126
144,juneau,58.3019,-134.4197,13.0,100,100,6.17,US,1684967126
145,saldanha,-33.0117,17.9442,13.03,89,100,9.56,ZA,1684967126
146,kokkola,63.8385,23.1307,10.09,96,40,3.6,FI,1684967127
147,sandnessjoen,66.0217,12.6316,6.29,84,75,9.26,NO,1684967127
148,san juan,-31.5375,-68.5364,19.43,54,1,4.11,AR,1684966954
149,chom thong,18.4174,98.6743,26.14,85,31,1.51,TH,1684967127
150,tolanaro,-25.0319,46.9987,17.04,94,40,0.0,MG,1684967128
151,saint-pierre,-21.3393,55.4781,21.98,73,0,2.57,RE,1684967128
152,ta`u,-14.2336,-169.5144,27.23,78,99,1.64,AS,1684967128
153,pagouda,9.7525,1.3278,23.79,84,99,1.56,TG,1684967128
154,awjilah,29.1081,21.2869,27.91,20,10,8.61,LY,1684967128
155,whitehorse,60.7161,-135.0538,18.9,38,75,4.63,CA,1684967129
156,zhanaozen,43.3,52.8,24.51,28,86,8.07,KZ,1684967129
157,quellon,-43.1167,-73.6167,7.14,87,0,1.54,CL,1684967129
158,magadan,59.5667,150.8,6.41,82,98,1.63,RU,1684967129
159,stanley,54.868,-1.6985,12.66,77,100,1.03,GB,1684967130
160,axim,4.8699,-2.2405,26.64,86,100,3.83,GH,1684967130
161,dazhou,31.2159,107.5009,20.75,75,100,1.97,CN,1684966866
162,hermanus,-34.4187,19.2345,15.45,69,5,5.08,ZA,1684967130
163,likiep,9.8251,169.3107,27.89,79,97,7.26,MH,1684967131
164,vadso,70.0744,29.7487,11.49,71,75,6.69,NO,1684967131
165,acapulco de juarez,16.8634,-99.8901,30.9,66,100,4.12,MX,1684967107
166,egilsstadir,65.2653,-14.3948,6.95,49,0,7.2,IS,1684967131
167,bardai,11.65,7.2333,27.55,56,57,3.59,NG,1684967132
168,utrik,11.2278,169.8474,27.64,79,99,6.82,MH,1684967132
169,regina,50.4501,-104.6178,25.06,52,75,9.77,CA,1684966947
170,mersa matruh,31.3525,27.2453,19.11,83,0,2.68,EG,1684966850
171,shahrud,36.4182,54.9763,22.45,25,67,2.26,IR,1684967132
172,wailua homesteads,22.0669,-159.378,26.44,73,75,6.69,US,1684967133
173,merke,42.8728,73.1786,12.21,47,1,2.22,KZ,1684967133
174,pokhara,28.2333,83.9833,19.51,66,91,1.86,NP,1684967133
175,santa cruz,-17.8,-63.1667,27.03,74,40,7.2,BO,1684966950
176,rio grande,-32.035,-52.0986,20.06,82,99,4.76,BR,1684967133
177,pribram,49.6899,14.0104,9.18,72,46,2.0,CZ,1684967134
178,barcelos,41.5388,-8.6151,20.94,71,42,1.7,PT,1684967134
179,karratha,-20.7377,116.8463,19.48,29,1,4.32,AU,1684967134
180,santa marta,11.2408,-74.199,31.61,71,93,0.89,CO,1684967030
181,katsuren-haebaru,26.3369,127.8719,25.01,80,75,2.57,JP,1684967135
182,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,1684967135
183,vorkuta,67.5,64.0,8.65,79,3,3.99,RU,1684966902
184,kristiansund,63.1115,7.732,7.36,76,75,7.2,NO,1684967135
185,rundu,-17.9333,19.7667,17.4,28,19,2.35,NA,1684967136
186,coyhaique,-45.5752,-72.0662,2.34,93,100,4.12,CL,1684967136
187,greenville,35.6127,-77.3663,23.02,43,100,3.09,US,1684967089
188,santa marta de ortigueira,43.6833,-7.85,15.7,83,75,1.79,ES,1684967136
189,mukalla,14.5425,49.1242,28.88,76,33,3.71,YE,1684967137
190,aasiaat,68.7098,-52.8699,-0.6,78,80,3.53,GL,1684967137
191,olyokminsk,60.3736,120.4264,8.91,55,97,3.81,RU,1684967137
192,banda aceh,5.5577,95.3222,27.0,81,94,4.99,ID,1684966899
193,murray bridge,-35.1167,139.2667,15.62,56,100,3.67,AU,1684967137
194,sitka,57.0531,-135.33,10.94,87,100,2.57,US,1684967138
195,fortuna,40.5982,-124.1573,18.85,73,20,6.69,US,1684967138
196,guilin,25.2819,110.2864,21.06,96,99,0.45,CN,1684967138
197,merizo village,13.2658,144.6691,25.88,89,100,23.49,GU,1684967138
198,selfoss,63.9331,-20.9971,6.14,74,59,8.32,IS,1684967139
199,hirara,24.8,125.2833,24.92,83,100,2.57,JP,1684967139
200,college,64.8569,-147.8028,20.05,33,75,4.63,US,1684967139
201,levuka,50.1834,-105.4011,25.85,47,75,8.23,CA,1684967139
202,tual,-5.6667,132.75,27.59,76,100,10.32,ID,1684967140
203,halifax,44.6453,-63.5724,8.94,92,37,4.63,CA,1684966886
204,cartagena del chaira,1.3349,-74.8429,26.05,94,71,0.7,CO,1684967140
205,ciudad melchor muzquiz,27.8833,-101.5167,32.11,44,6,4.84,MX,1684967140
206,piracanjuba,-17.3028,-49.0167,19.97,57,0,1.99,BR,1684967140
207,puerto deseado,-47.7503,-65.8938,9.94,39,69,11.64,AR,1684967141
208,muroran,42.3172,140.9881,11.87,73,0,5.32,JP,1684967141
209,port saint john's,-31.6229,29.5448,18.59,60,17,3.7,ZA,1684967141
210,plymouth,41.8334,-70.8328,19.56,54,0,3.6,US,1684966931
211,laguna,38.421,-121.4238,27.41,46,0,5.66,US,1684967142
212,rehoboth,-23.3167,17.0833,16.76,40,82,4.06,NA,1684967142
213,korla,41.7597,86.1469,18.67,24,100,3.68,CN,1684967142
214,paidha,2.4167,30.9855,16.95,93,85,2.16,UG,1684967142
215,mahina,-17.5065,-149.489,28.87,65,20,4.12,PF,1684967143
216,pangody,65.85,74.4859,1.52,79,0,3.44,RU,1684967143
217,silver city,32.7701,-108.2803,28.98,12,0,6.26,US,1684967143
218,mount pearl,47.5166,-52.7813,10.19,78,0,4.12,CA,1684967143
219,kasongo-lunda,-6.4667,16.8167,22.96,80,59,0.43,CD,1684967149
220,kayangel,8.0823,134.7173,29.36,73,64,5.63,PW,1684967149
221,berdigestyakh,62.0989,126.6992,6.38,56,16,1.75,RU,1684967149
222,kirakira,-10.4544,161.9205,27.56,84,48,2.87,SB,1684967149
223,colonia,50.9333,6.95,12.12,81,0,1.54,DE,1684966946
224,baiyin,36.5583,104.2081,14.08,39,100,1.9,CN,1684967150
225,san patricio,28.017,-97.5169,31.77,54,34,4.83,US,1684967150
226,atafu village,-8.5421,-172.5159,27.63,72,50,1.06,TK,1684967150
227,feicheng,35.2606,117.9675,13.35,68,39,1.86,CN,1684967150
228,san antonio de pale,-1.4014,5.6325,26.74,87,83,3.59,GQ,1684967151
229,sarh,9.1429,18.3923,31.79,30,21,0.81,TD,1684967151
230,minas de marcona,-15.2119,-75.1103,17.72,72,48,5.57,PE,1684967151
231,tofol,5.3248,163.0078,29.88,79,75,2.06,FM,1684967151
232,nar'yan-mar,67.6713,53.087,13.21,91,23,4.35,RU,1684967152
233,castillos,-34.1667,-53.8333,21.55,73,100,3.1,UY,1684967152
234,alice springs,-23.7,133.8833,3.75,75,0,1.36,AU,1684967152
235,mount gambier,-37.8333,140.7667,12.32,90,100,4.52,AU,1684967060
236,mweka,-4.85,21.5667,21.59,82,58,0.35,CD,1684967152
237,anadyr,64.75,177.4833,5.28,75,75,5.0,RU,1684967153
238,balta,47.9355,29.6198,14.67,92,55,1.8,UA,1684967153
239,okha,53.5739,142.9478,2.59,90,100,7.73,RU,1684967153
240,udachny,66.4167,112.4,0.25,92,99,6.62,RU,1684967153
241,ancud,-41.8697,-73.8203,9.4,80,46,8.63,CL,1684967154
242,pisco,-13.7,-76.2167,24.03,64,0,6.69,PE,1684967058
243,nadym,65.5333,72.5167,4.59,73,2,4.4,RU,1684967154
244,nemuro,43.3236,145.575,8.4,69,95,3.58,JP,1684967154
245,badger,64.8,-147.5333,20.0,33,75,4.63,US,1684967155
246,carolina beach,34.0352,-77.8936,26.04,66,60,5.51,US,1684967155
247,chonchi,-42.6128,-73.8092,7.56,84,55,4.01,CL,1684967155
248,ishimbay,53.4545,56.0415,15.95,53,54,1.31,RU,1684967155
249,lospalos,-8.5186,127.0025,21.64,87,60,2.71,TL,1684967156
250,undurkhaan,47.3194,110.6556,9.06,55,18,2.2,MN,1684967156
251,ribeira brava,32.65,-17.0667,18.89,78,69,1.4,PT,1684967156
252,kenai,60.5544,-151.2583,14.05,66,100,5.66,US,1684967156
253,praia da vitoria,38.7333,-27.0667,17.14,77,20,5.03,PT,1684967157
254,juanjui,-7.1779,-76.7314,27.24,72,88,1.02,PE,1684967157
255,baiti,13.745,-14.7482,36.73,16,100,7.75,SN,1684967157
256,brejo santo,-7.4933,-38.9872,27.13,52,53,1.65,BR,1684967157
257,ixtapa,20.7,-105.2,29.57,70,20,7.2,MX,1684967157
258,port lincoln,-34.7333,135.8667,14.49,77,100,6.76,AU,1684967158
259,miyako,39.6367,141.9525,15.78,53,1,0.42,JP,1684967158
260,at taj,24.2049,23.2857,29.1,9,99,6.56,LY,1684967158
261,padampur,29.6833,73.6167,29.51,46,67,6.07,IN,1684967158
262,socorro,31.6546,-106.3033,34.06,10,0,4.63,US,1684967158
263,quirinopolis,-18.4483,-50.4517,21.29,53,0,1.98,BR,1684967159
264,union hidalgo,16.4723,-94.8295,33.5,51,57,5.37,MX,1684967159
265,georgetown,5.4112,100.3354,27.96,83,20,1.03,MY,1684967135
266,sao jose da coroa grande,-8.8978,-35.1478,25.11,87,3,1.8,BR,1684967159
267,sur,22.5667,59.5289,32.55,53,26,8.91,OM,1684967160
268,crane,31.3974,-102.3501,31.59,37,3,6.8,US,1684967160
269,calama,-22.4667,-68.9333,18.27,19,0,7.72,CL,1684967160
270,revda,56.801,59.9303,13.92,56,43,0.95,RU,1684966895
271,sanniquellie,7.3622,-8.7061,22.8,97,100,1.22,LR,1684967160
272,arno,60.1167,18.6333,12.66,61,86,4.64,SE,1684967161
273,bikin,46.8161,134.26,15.17,59,90,3.02,RU,1684967161
274,gao,16.6362,1.637,37.7,15,89,3.73,ML,1684967161
275,timmins,48.4669,-81.3331,11.9,28,20,4.63,CA,1684967161
276,guaratuba,-25.8828,-48.5747,18.97,91,0,0.87,BR,1684967161
277,kargasok,59.0556,80.8572,5.68,55,99,2.43,RU,1684967162
278,talnakh,69.4865,88.3972,-7.64,91,44,0.86,RU,1684967162
279,mournies,35.4764,24.0092,17.22,88,20,0.0,GR,1684967162
280,petauke,-14.2426,31.3253,16.27,69,0,2.34,ZM,1684967163
281,saint-francois,46.4154,3.9054,12.2,62,0,2.57,FR,1684967163
282,polyarnyy,69.1989,33.4478,11.88,64,100,7.49,RU,1684967163
283,la tuque,47.4334,-72.7824,10.14,57,79,6.69,CA,1684967163
284,afaahiti,-17.75,-149.2833,27.93,78,27,2.61,PF,1684967164
285,huai khot,15.2909,99.6166,26.69,83,65,1.51,TH,1684967164
286,nykvarn,59.8,18.3,17.94,61,71,3.1,SE,1684967164
287,chibougamau,49.9168,-74.3659,4.79,60,100,6.69,CA,1684967164
288,kirensk,57.7853,108.1119,2.44,98,100,3.84,RU,1684967165
289,sos'va,59.1766,61.8558,15.17,64,79,1.58,RU,1684967165
290,severo-yeniseyskiy,60.3725,93.0408,-2.4,95,50,1.34,RU,1684967165
291,rosetta,31.4044,30.4164,19.31,83,0,3.79,EG,1684967165
292,sarkand,45.41,79.9186,10.24,58,29,3.39,KZ,1684967165
293,usogorsk,63.4106,48.6872,14.93,78,97,2.01,RU,1684967166
294,agua dulce,18.1333,-94.1333,30.6,61,89,7.11,MX,1684967166
295,pierre,44.3683,-100.351,29.04,35,75,7.72,US,1684967166
296,yacimiento rio turbio,-51.5732,-72.3508,-1.38,72,100,6.67,AR,1684967166
297,klyuchi,52.2667,79.1667,11.51,49,14,3.38,RU,1684967166
298,formosa do rio preto,-11.0483,-45.1931,25.3,54,26,2.64,BR,1684967167
299,belmonte,-15.8631,-38.8828,23.83,83,2,2.87,BR,1684967167
300,vryburg,-26.9566,24.7284,16.52,29,39,4.75,ZA,1684967167
301,kailua-kona,19.6406,-155.9956,27.98,83,75,5.66,US,1684967037
302,buala,-8.145,159.5921,27.62,81,95,2.22,SB,1684967168
303,sao paulo de olivenca,-3.3783,-68.8725,24.46,97,97,1.3,BR,1684967168
304,caraballeda,10.6112,-66.8522,29.04,65,49,4.63,VE,1684967168
305,villa la venta,18.1,-94.05,31.87,56,90,6.87,MX,1684967168
306,iquitos,-3.7481,-73.2472,27.02,83,75,1.54,PE,1684967168
307,palmer,42.1584,-72.3287,18.47,79,75,10.8,US,1684967169
308,osorno,-40.5667,-73.15,9.17,87,75,3.6,CL,1684967076
309,goundam,16.4145,-3.6708,35.54,15,92,7.25,ML,1684967169
310,quirihue,-36.2833,-72.5333,10.63,89,100,1.07,CL,1684967169
311,schweizer-reneke,-27.1887,25.3293,15.17,30,25,4.62,ZA,1684967169
312,kingston,17.997,-76.7936,29.53,77,20,2.57,JM,1684966975
313,batalha,-9.6778,-37.1247,23.12,86,5,3.01,BR,1684967170
314,prince edward,44.0001,-77.2495,15.04,48,4,1.79,CA,1684967170
315,madera,37.1666,-119.8343,28.07,38,0,3.1,US,1684967170
316,tamanrasset,22.785,5.5228,26.95,13,0,6.69,DZ,1684967171
317,keflavik,64.0049,-22.5624,7.24,65,75,11.83,IS,1684967171
318,yayva,59.3303,57.2641,15.14,54,77,2.04,RU,1684967171
319,east york,39.9737,-76.6864,26.96,36,0,2.06,US,1684967151
320,cidreira,-30.1811,-50.2056,20.89,88,2,6.52,BR,1684967171
321,smithers,54.7804,-127.1743,21.18,35,40,1.54,CA,1684967172
322,solleftea,63.1667,17.2667,7.08,90,100,3.1,SE,1684967172
323,the pas,53.8251,-101.2541,17.01,45,0,10.8,CA,1684967172
324,isangel,-19.55,169.2667,24.06,73,75,2.06,VU,1684966967
325,nizza monferrato,44.7738,8.3539,16.7,90,17,0.25,IT,1684967173
326,labrador city,52.9463,-66.9114,5.95,52,20,3.6,CA,1684967173
327,brisas de zicatela,15.8369,-97.0419,30.99,62,60,3.92,MX,1684967173
328,antofagasta,-23.65,-70.4,17.6,83,26,3.5,CL,1684966885
329,mount isa,-20.7333,139.5,16.87,51,2,1.54,AU,1684967174
330,kill devil hills,36.0307,-75.676,17.0,85,100,5.66,US,1684966899
331,rudnyy,52.9594,63.1206,11.13,39,6,1.68,KZ,1684967174
332,carnot,4.9409,15.8665,24.74,68,98,0.17,CF,1684967174
333,prado,-17.3411,-39.2208,22.69,89,31,4.99,BR,1684967174
334,debark',13.1561,37.8981,16.18,42,56,1.51,ET,1684967175
335,nakhodka,42.8333,132.8947,12.99,79,100,2.71,RU,1684966935
336,nuuk,64.1835,-51.7216,2.34,80,75,6.69,GL,1684967175
337,hauterive,46.0901,3.4459,14.42,79,29,2.11,FR,1684967175
338,hotan,37.0997,79.9269,18.56,42,100,8.51,CN,1684967176
339,khanty-mansiysk,61.0042,69.0019,9.06,87,0,1.0,RU,1684967176
340,the bottom,17.6259,-63.2492,26.07,77,10,4.64,BQ,1684967176
341,iskateley,67.6803,53.1512,13.15,91,22,4.32,RU,1684967176
342,greymouth,-42.4667,171.2,10.64,82,55,1.43,NZ,1684967177
343,el nido,11.1858,119.3956,27.73,77,77,1.77,PH,1684967177
344,kavaratti,10.5669,72.642,29.33,70,7,3.29,IN,1684967177
345,puerto gaitan,4.3133,-72.0816,28.29,79,83,2.24,CO,1684967085
346,aracati,-4.5617,-37.7697,26.81,71,79,3.04,BR,1684967178
347,ginir,7.1333,40.7,13.76,94,61,1.69,ET,1684967178
348,natal,-5.795,-35.2094,26.12,83,20,2.06,BR,1684967026
349,ulety,51.3572,112.4849,3.39,77,96,4.7,RU,1684967178
350,bathsheba,13.2167,-59.5167,28.34,78,20,3.6,BB,1684967178
351,salinas,36.6777,-121.6555,19.05,60,100,6.69,US,1684966924
352,isiro,2.7739,27.616,19.55,93,80,1.06,CD,1684967179
353,puerto aysen,-45.4,-72.7,4.18,99,100,2.61,CL,1684967179
354,burang,30.25,81.1667,1.19,83,100,2.55,CN,1684967179
355,uturoa,-16.7333,-151.4333,27.32,67,14,0.84,PF,1684967180
356,kralendijk,12.15,-68.2667,28.99,74,20,8.23,BQ,1684967180
357,alofi,-19.0595,-169.9187,23.94,94,75,3.6,NU,1684967180
358,arkhangel'sk,64.5401,40.5433,13.32,89,1,2.1,RU,1684967180
359,sidi akkacha,36.4647,1.3026,16.16,82,68,3.36,DZ,1684967180
360,lake city,30.1897,-82.6393,25.44,61,40,4.63,US,1684967181
361,touros,-5.1989,-35.4608,25.31,83,31,3.97,BR,1684967181
362,manokwari,-0.8667,134.0833,26.81,78,100,1.49,ID,1684967181
363,richards bay,-28.783,32.0377,18.74,87,21,5.03,ZA,1684967181
364,kampong speu,11.5,104.3333,24.5,91,12,2.42,KH,1684967182
365,dhalie,13.6957,44.7314,20.45,66,94,2.95,YE,1684967182
